<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
IMOEX;60;20221007;18:00;1962.7100000;1968.3500000;1942.3400000;1950.8900000;6245775694
IMOEX;60;20221007;19:00;1950.7900000;1953.8600000;1940.0300000;1944.7500000;5084455591
IMOEX;60;20221010;11:00;1783.6600000;1883.9100000;1778.0400000;1871.0000000;19995271665
IMOEX;60;20221010;12:00;1870.7000000;1893.4800000;1861.1700000;1871.7700000;9601310411
IMOEX;60;20221010;13:00;1871.5500000;1873.3100000;1852.4500000;1864.5900000;4487141652
IMOEX;60;20221010;14:00;1864.8000000;1883.4400000;1859.6100000;1880.4100000;3826838233
IMOEX;60;20221010;15:00;1880.9200000;1889.7700000;1877.9800000;1883.5800000;3390532087
IMOEX;60;20221010;16:00;1883.7500000;1906.1600000;1877.3000000;1905.7300000;4073174482
IMOEX;60;20221010;17:00;1905.2500000;1916.4700000;1897.5500000;1897.5500000;5324648768
IMOEX;60;20221010;18:00;1898.1400000;1911.3400000;1894.9200000;1911.3000000;3205937524
IMOEX;60;20221010;19:00;1911.0500000;1917.4200000;1908.6900000;1916.9700000;2363877665
IMOEX;60;20221011;11:00;1928.7400000;1942.4900000;1910.9900000;1916.5400000;9126248409
IMOEX;60;20221011;12:00;1916.1600000;1938.8600000;1909.3600000;1936.8200000;4243867944
IMOEX;60;20221011;13:00;1937.0600000;1946.7300000;1932.9100000;1943.3300000;4505104865
IMOEX;60;20221011;14:00;1943.2300000;1943.2300000;1935.6400000;1938.1800000;2430610557
IMOEX;60;20221011;15:00;1938.3700000;1945.0300000;1938.3500000;1944.0400000;2254794603
IMOEX;60;20221011;16:00;1944.8700000;1945.1100000;1934.3900000;1934.9900000;2287504728
IMOEX;60;20221011;17:00;1935.1100000;1945.8400000;1932.2900000;1940.5700000;2427874139
IMOEX;60;20221011;18:00;1940.5000000;1951.4100000;1938.5600000;1951.1300000;2634123027
IMOEX;60;20221011;19:00;1951.2600000;1952.7600000;1948.0800000;1949.4600000;1867733148
IMOEX;60;20221012;11:00;1973.0600000;1974.0900000;1947.3700000;1958.4300000;6525178183
IMOEX;60;20221012;12:00;1958.6600000;1961.1200000;1938.0300000;1944.5300000;4885685711
IMOEX;60;20221012;13:00;1944.2100000;1947.5800000;1941.0800000;1945.9000000;2119151478
IMOEX;60;20221012;14:00;1945.7900000;1956.9300000;1944.7800000;1956.9300000;2147159573
IMOEX;60;20221012;15:00;1956.9600000;1974.2100000;1956.4400000;1967.2600000;4117240969
IMOEX;60;20221012;16:00;1967.2400000;1970.6600000;1963.2600000;1964.7300000;2202579007
IMOEX;60;20221012;17:00;1966.0200000;1969.8700000;1958.9200000;1961.2300000;1698340770
IMOEX;60;20221012;18:00;1960.9100000;1962.5500000;1956.5600000;1957.8800000;1614222737
IMOEX;60;20221012;19:00;1958.1300000;1958.3000000;1950.4200000;1951.6500000;2120361317
IMOEX;60;20221013;11:00;1950.2400000;1961.4800000;1941.2400000;1960.3300000;5938383467
IMOEX;60;20221013;12:00;1960.4200000;1975.8100000;1954.5100000;1974.2100000;4355830770
IMOEX;60;20221013;13:00;1974.6400000;1974.9000000;1967.5800000;1967.9000000;2427458864
IMOEX;60;20221013;14:00;1967.9300000;1972.4800000;1966.3000000;1970.2700000;1533696821
IMOEX;60;20221013;15:00;1970.4600000;1971.8600000;1961.4700000;1963.4400000;1597749983
IMOEX;60;20221013;16:00;1963.6500000;1965.8700000;1947.5900000;1953.3300000;3174925121
IMOEX;60;20221013;17:00;1952.8700000;1962.9100000;1949.6500000;1954.0900000;2237191961
IMOEX;60;20221013;18:00;1954.1400000;1956.1400000;1945.3600000;1948.0000000;2090393798
IMOEX;60;20221013;19:00;1947.9600000;1955.7600000;1947.9600000;1955.2000000;1871455566
IMOEX;60;20221014;11:00;1964.2600000;1965.7700000;1950.6600000;1952.2100000;3996428080
IMOEX;60;20221014;12:00;1952.0500000;1957.2100000;1942.9900000;1946.9400000;3010129384
IMOEX;60;20221014;13:00;1946.8800000;1947.3000000;1935.6100000;1936.3600000;2370232058
IMOEX;60;20221014;14:00;1936.3700000;1943.5100000;1936.2500000;1943.2700000;1673121651
IMOEX;60;20221014;15:00;1943.3500000;1943.4100000;1935.6800000;1937.6500000;1964810307
IMOEX;60;20221014;16:00;1937.6800000;1941.6400000;1933.3300000;1940.5800000;1900238503
IMOEX;60;20221014;17:00;1940.4500000;1957.8100000;1939.8900000;1945.0000000;5356894711
IMOEX;60;20221014;18:00;1945.0600000;1953.9000000;1943.5600000;1953.3300000;1793521092
IMOEX;60;20221014;19:00;1953.4400000;1953.5600000;1947.9400000;1950.9800000;1692762762
IMOEX;60;20221017;11:00;1959.6000000;1972.9400000;1955.8600000;1965.5500000;5041397284
IMOEX;60;20221017;12:00;1965.5900000;1981.1800000;1964.7600000;1979.2800000;3982775350
IMOEX;60;20221017;13:00;1979.1200000;1991.7600000;1977.2200000;1989.7400000;4439539661
IMOEX;60;20221017;14:00;1990.1200000;2004.0200000;1989.7900000;2004.0200000;4484992575
IMOEX;60;20221017;15:00;2003.9500000;2007.0000000;1999.2300000;2002.3800000;4183894984
IMOEX;60;20221017;16:00;2002.4800000;2005.3100000;1995.1300000;2001.1500000;2796879260
IMOEX;60;20221017;17:00;2001.3100000;2011.3800000;2001.0800000;2010.8400000;2894838864
IMOEX;60;20221017;18:00;2011.0600000;2011.5700000;2005.5200000;2009.8500000;2619896440
IMOEX;60;20221017;19:00;2009.7000000;2013.6100000;2009.1700000;2012.8500000;1775851731
IMOEX;60;20221018;11:00;2031.5600000;2035.3600000;2012.7100000;2014.6000000;8366033604
IMOEX;60;20221018;12:00;2014.5000000;2017.3200000;1999.6400000;2017.3200000;4518763463
IMOEX;60;20221018;13:00;2017.3100000;2034.7800000;2010.8500000;2030.5500000;4498914801
IMOEX;60;20221018;14:00;2030.4400000;2036.7700000;2025.2900000;2032.5500000;2724705692
IMOEX;60;20221018;15:00;2032.3900000;2032.5500000;2019.8400000;2025.0700000;2973305761
IMOEX;60;20221018;16:00;2025.0100000;2031.1700000;2018.4200000;2028.5100000;2221446718
IMOEX;60;20221018;17:00;2028.4500000;2032.9900000;2021.9700000;2032.0000000;2802924378
IMOEX;60;20221018;18:00;2032.7200000;2039.5900000;2029.2900000;2036.5300000;3730537198
IMOEX;60;20221018;19:00;2036.3000000;2037.1200000;2031.9800000;2032.4000000;1908146481
IMOEX;60;20221019;11:00;1987.9600000;2005.9000000;1965.8400000;1965.9200000;10064218996
IMOEX;60;20221019;12:00;1965.9800000;1977.7400000;1964.6800000;1972.3700000;4330244689
IMOEX;60;20221019;13:00;1972.5700000;1976.4900000;1958.7500000;1964.0000000;3091002539
IMOEX;60;20221019;14:00;1963.7700000;1968.7600000;1962.3900000;1968.7200000;2007551518
IMOEX;60;20221019;15:00;1968.7800000;1997.2500000;1953.7400000;1989.1600000;6688414488
IMOEX;60;20221019;16:00;1989.5300000;1992.2300000;1973.5700000;1979.6700000;4437619761
IMOEX;60;20221019;17:00;1979.7300000;1986.8600000;1978.1200000;1981.3000000;1964602607
IMOEX;60;20221019;18:00;1981.3700000;1983.0900000;1971.4200000;1971.8100000;1634484669
IMOEX;60;20221019;19:00;1971.5500000;1978.4000000;1968.9200000;1978.4000000;1554029372
IMOEX;60;20221020;11:00;2000.4600000;2013.0500000;1991.0900000;2011.4300000;6386281035
IMOEX;60;20221020;12:00;2012.3000000;2012.5000000;1999.0700000;2003.9300000;2619216156
IMOEX;60;20221020;13:00;2003.9800000;2021.4900000;2003.9800000;2021.4900000;4698477271
IMOEX;60;20221020;14:00;2021.5100000;2023.4600000;2015.4200000;2017.5100000;4214014628
IMOEX;60;20221020;15:00;2017.5400000;2024.5100000;2015.6700000;2023.8600000;3263395439
IMOEX;60;20221020;16:00;2024.2400000;2032.4000000;2016.1700000;2016.6900000;5108530209
IMOEX;60;20221020;17:00;2016.8700000;2019.6000000;2009.4400000;2012.5900000;3257105560
IMOEX;60;20221020;18:00;2012.0300000;2031.2100000;2011.8400000;2030.2500000;3734393343
IMOEX;60;20221020;19:00;2030.1000000;2030.6700000;2019.6100000;2025.5100000;2534783853
IMOEX;60;20221021;11:00;2025.4700000;2026.0700000;2006.2600000;2015.4300000;7185706499
IMOEX;60;20221021;12:00;2015.1500000;2021.4800000;2001.2600000;2002.6300000;5299576776
IMOEX;60;20221021;13:00;2002.6300000;2013.3700000;2000.6800000;2011.1000000;3129879427
IMOEX;60;20221021;14:00;2011.0100000;2031.7500000;2011.0100000;2025.0300000;5137012324
IMOEX;60;20221021;15:00;2024.9300000;2028.2800000;2019.5900000;2025.8800000;2338340153
IMOEX;60;20221021;16:00;2025.6700000;2029.7000000;2023.7700000;2026.1600000;2265796922
IMOEX;60;20221021;17:00;2026.4300000;2043.9800000;2026.4300000;2043.9000000;4066380767
IMOEX;60;20221021;18:00;2044.3800000;2049.0000000;2039.3400000;2044.5900000;3658325601
IMOEX;60;20221021;19:00;2044.5800000;2046.1600000;2040.6400000;2043.7100000;2070159105
IMOEX;60;20221024;11:00;2072.6700000;2088.0500000;2065.9400000;2081.4200000;9221771682
IMOEX;60;20221024;12:00;2081.7300000;2081.7300000;2058.4600000;2064.1300000;4945122253
IMOEX;60;20221024;13:00;2063.9300000;2070.8000000;2054.4500000;2068.8700000;3594104755
IMOEX;60;20221024;14:00;2068.6700000;2070.6000000;2061.3800000;2062.0300000;2125759193
IMOEX;60;20221024;15:00;2062.0000000;2063.6800000;2048.5700000;2051.6500000;3606582595
IMOEX;60;20221024;16:00;2051.2800000;2060.9300000;2049.8200000;2058.6300000;2409937499
IMOEX;60;20221024;17:00;2058.5100000;2072.3500000;2058.5100000;2067.4000000;2873327111
IMOEX;60;20221024;18:00;2067.6500000;2068.7400000;2057.7000000;2062.5800000;2312712401
IMOEX;60;20221024;19:00;2062.5900000;2063.9500000;2058.1400000;2063.9500000;1450184595
IMOEX;60;20221025;11:00;2066.5500000;2073.0400000;2058.3400000;2066.2400000;5293406391
IMOEX;60;20221025;12:00;2066.5700000;2080.3000000;2063.0600000;2080.0000000;4584579162
IMOEX;60;20221025;13:00;2080.4600000;2097.4500000;2080.4600000;2093.1100000;7798189527
IMOEX;60;20221025;14:00;2093.5000000;2095.6500000;2088.9200000;2094.4000000;3760990722
IMOEX;60;20221025;15:00;2094.6100000;2100.4800000;2092.1000000;2100.4300000;2980949345
IMOEX;60;20221025;16:00;2100.5400000;2104.1600000;2098.6300000;2100.3400000;3319558316
IMOEX;60;20221025;17:00;2099.9000000;2115.4900000;2099.9000000;2115.3100000;4180467538
IMOEX;60;20221025;18:00;2115.1200000;2124.8500000;2114.7500000;2119.1700000;7242332874
IMOEX;60;20221025;19:00;2119.2600000;2130.6500000;2119.0300000;2130.6500000;3668370441
IMOEX;60;20221026;11:00;2132.0100000;2132.9800000;2111.4500000;2121.8200000;7530619486
IMOEX;60;20221026;12:00;2122.0200000;2144.4700000;2122.0200000;2137.3900000;8150457030
IMOEX;60;20221026;13:00;2137.3400000;2137.3800000;2121.2400000;2123.0100000;4577327077
IMOEX;60;20221026;14:00;2123.1100000;2124.5600000;2106.8900000;2107.6900000;5188286866
IMOEX;60;20221026;15:00;2107.5000000;2113.0000000;2093.1200000;2109.2500000;5540006120
IMOEX;60;20221026;16:00;2108.0100000;2119.3900000;2106.4800000;2116.1300000;3730644494
IMOEX;60;20221026;17:00;2116.2400000;2118.8500000;2107.0400000;2107.0400000;2192219770
IMOEX;60;20221026;18:00;2106.5300000;2121.1900000;2106.3600000;2121.1900000;2410306862
IMOEX;60;20221026;19:00;2121.2300000;2127.0800000;2119.1200000;2120.5800000;2655668793
IMOEX;60;20221027;11:00;2134.1000000;2147.2800000;2123.6900000;2147.2400000;7956984893
IMOEX;60;20221027;12:00;2147.2200000;2157.4300000;2144.8000000;2151.8300000;6279128845
IMOEX;60;20221027;13:00;2152.1700000;2157.8400000;2149.0100000;2153.9100000;4719944617
IMOEX;60;20221027;14:00;2153.9200000;2163.5700000;2153.9200000;2154.4500000;5182715989
IMOEX;60;20221027;15:00;2154.6400000;2154.9700000;2140.0300000;2140.3100000;4739061859
IMOEX;60;20221027;16:00;2139.9400000;2151.6700000;2139.8700000;2148.7300000;3014231773
IMOEX;60;20221027;17:00;2149.0900000;2158.2000000;2147.9800000;2150.7300000;3143929593
IMOEX;60;20221027;18:00;2151.0700000;2162.4600000;2150.8600000;2161.4500000;3370458788
IMOEX;60;20221027;19:00;2161.6900000;2164.6400000;2158.1900000;2164.6400000;2549460789
IMOEX;60;20221028;11:00;2150.9400000;2156.2800000;2131.0100000;2136.4800000;8707078135
IMOEX;60;20221028;12:00;2136.4300000;2143.9700000;2133.4800000;2141.9000000;5263838071
IMOEX;60;20221028;13:00;2141.6800000;2156.3400000;2137.3000000;2156.3400000;3623351260
IMOEX;60;20221028;14:00;2156.1800000;2168.0300000;2153.2500000;2168.0300000;3535953333
IMOEX;60;20221028;15:00;2168.0700000;2171.5500000;2147.8700000;2152.3800000;9014519804
IMOEX;60;20221028;16:00;2152.1400000;2154.6100000;2142.0500000;2149.4100000;4972300303
IMOEX;60;20221028;17:00;2149.3800000;2157.4600000;2146.6600000;2154.8400000;2504236570
IMOEX;60;20221028;18:00;2154.8700000;2164.0000000;2151.2900000;2163.2600000;3430295120
IMOEX;60;20221028;19:00;2163.2200000;2167.7000000;2161.4900000;2167.7000000;2277855317
IMOEX;60;20221031;11:00;2174.4000000;2184.1300000;2169.9400000;2172.8100000;9373553908
IMOEX;60;20221031;12:00;2172.9400000;2175.0700000;2155.8400000;2163.5400000;6067430875
IMOEX;60;20221031;13:00;2163.1100000;2171.2000000;2162.1400000;2168.9200000;2582608467
IMOEX;60;20221031;14:00;2168.6500000;2170.2600000;2162.9400000;2167.1800000;2203274849
IMOEX;60;20221031;15:00;2167.0000000;2173.7300000;2167.0000000;2172.0000000;1888855162
IMOEX;60;20221031;16:00;2172.0900000;2175.7800000;2170.9500000;2171.4100000;2199535134
IMOEX;60;20221031;17:00;2171.4000000;2174.3000000;2161.4000000;2162.5600000;2871314278
IMOEX;60;20221031;18:00;2162.3200000;2167.4100000;2157.0400000;2166.9000000;2627662238
IMOEX;60;20221031;19:00;2167.0800000;2169.4800000;2166.4100000;2166.6100000;1381321974
IMOEX;60;20221101;11:00;2179.1500000;2185.6000000;2176.5200000;2177.4100000;5721810413
IMOEX;60;20221101;12:00;2177.5400000;2179.9400000;2170.4400000;2170.6100000;2576280369
IMOEX;60;20221101;13:00;2170.4500000;2175.2900000;2167.5200000;2173.5900000;2250334389
IMOEX;60;20221101;14:00;2173.5400000;2174.1500000;2161.2600000;2164.7900000;2688260515
IMOEX;60;20221101;15:00;2164.5000000;2171.3200000;2163.2100000;2171.2900000;1798758869
IMOEX;60;20221101;16:00;2171.1700000;2175.9800000;2169.9000000;2175.9300000;1701657676
IMOEX;60;20221101;17:00;2175.5900000;2177.2000000;2174.3100000;2176.7000000;1923163595
IMOEX;60;20221101;18:00;2176.9200000;2176.9200000;2172.8800000;2172.8800000;1670418300
IMOEX;60;20221101;19:00;2172.7200000;2174.3500000;2171.1300000;2174.3500000;1356816774
IMOEX;60;20221102;11:00;2178.2500000;2178.7300000;2160.6400000;2164.4700000;4352130396
IMOEX;60;20221102;12:00;2164.4300000;2171.3000000;2163.0200000;2170.7100000;2498388504
IMOEX;60;20221102;13:00;2170.7600000;2172.2700000;2168.5100000;2172.0700000;1381967027
IMOEX;60;20221102;14:00;2172.4700000;2184.6300000;2172.3900000;2177.7100000;4910732602
IMOEX;60;20221102;15:00;2177.6300000;2177.6600000;2172.7400000;2173.9200000;1742480459
IMOEX;60;20221102;16:00;2173.8400000;2179.4500000;2173.7500000;2178.1200000;2039977343
IMOEX;60;20221102;17:00;2178.0500000;2178.4500000;2170.3000000;2170.3100000;2388699656
IMOEX;60;20221102;18:00;2170.2000000;2173.8900000;2169.6200000;2173.2000000;1435479946
IMOEX;60;20221102;19:00;2173.2100000;2175.0300000;2172.6800000;2173.8400000;1266079485
IMOEX;60;20221103;11:00;2145.5400000;2155.6000000;2135.9300000;2139.0900000;6511140213
IMOEX;60;20221103;12:00;2139.0700000;2139.1700000;2123.3600000;2138.4500000;5034937138
IMOEX;60;20221103;13:00;2138.3600000;2138.4300000;2132.2000000;2135.8100000;2232576801
IMOEX;60;20221103;14:00;2136.1100000;2143.6900000;2135.3000000;2143.0100000;2566247396
IMOEX;60;20221103;15:00;2143.0200000;2146.5100000;2139.3000000;2140.7400000;1629662104
IMOEX;60;20221103;16:00;2140.6700000;2145.8600000;2140.6700000;2142.3200000;1333413531
IMOEX;60;20221103;17:00;2142.3500000;2146.5000000;2140.2700000;2146.0500000;1739141932
IMOEX;60;20221103;18:00;2146.2700000;2156.1200000;2145.6200000;2155.1700000;2937509466
IMOEX;60;20221103;19:00;2155.2300000;2156.7200000;2152.0400000;2155.9200000;1789506216
IMOEX;60;20221107;11:00;2176.3300000;2180.7400000;2172.4100000;2174.3600000;5739479602
IMOEX;60;20221107;12:00;2174.5900000;2189.0900000;2174.5900000;2188.0000000;5166441024
IMOEX;60;20221107;13:00;2188.5300000;2197.5500000;2188.5300000;2193.1400000;6817293216
IMOEX;60;20221107;14:00;2193.1400000;2199.0100000;2191.6000000;2196.4000000;4700602279
IMOEX;60;20221107;15:00;2196.3400000;2196.4100000;2189.3700000;2194.8600000;3592078962
IMOEX;60;20221107;16:00;2194.0300000;2198.4600000;2192.1300000;2198.2600000;2616828003
IMOEX;60;20221107;17:00;2198.4200000;2199.3200000;2194.5800000;2197.4100000;3253993418
IMOEX;60;20221107;18:00;2197.5200000;2207.8100000;2197.5200000;2206.8400000;5902102013
IMOEX;60;20221107;19:00;2206.7800000;2208.7800000;2203.3400000;2208.7800000;3599903842
IMOEX;60;20221108;11:00;2213.7400000;2221.1300000;2194.3600000;2199.9400000;11465579956
IMOEX;60;20221108;12:00;2199.8300000;2201.0500000;2188.3700000;2201.0200000;5354036563
IMOEX;60;20221108;13:00;2200.8900000;2200.8900000;2194.6000000;2198.2500000;3862612223
IMOEX;60;20221108;14:00;2198.1800000;2199.9000000;2196.7900000;2198.6400000;2720661458
IMOEX;60;20221108;15:00;2198.5800000;2209.7200000;2198.4000000;2206.8100000;4965603352
IMOEX;60;20221108;16:00;2206.8200000;2208.1100000;2201.8300000;2206.1400000;2357228403
IMOEX;60;20221108;17:00;2206.2200000;2207.2800000;2198.5200000;2198.9600000;2469434826
IMOEX;60;20221108;18:00;2198.9300000;2203.5900000;2198.2100000;2203.5700000;2226034663
IMOEX;60;20221108;19:00;2203.6800000;2208.0800000;2203.6800000;2207.2000000;2284977950
IMOEX;60;20221109;11:00;2199.9900000;2205.7800000;2194.2200000;2194.5100000;6655712324
IMOEX;60;20221109;12:00;2194.4200000;2197.7200000;2186.1600000;2187.9800000;4702586333
IMOEX;60;20221109;13:00;2187.9300000;2193.6400000;2184.5500000;2185.2200000;2838410431
IMOEX;60;20221109;14:00;2185.3300000;2187.6100000;2183.3500000;2186.8400000;2103949687
IMOEX;60;20221109;15:00;2186.7200000;2189.0500000;2181.1100000;2189.0500000;2897352102
IMOEX;60;20221109;16:00;2189.3100000;2196.8600000;2188.9900000;2196.8600000;3302324882
IMOEX;60;20221109;17:00;2196.9000000;2197.8900000;2189.9500000;2191.7600000;2622832986
IMOEX;60;20221109;18:00;2192.0300000;2192.6700000;2184.3300000;2188.9400000;2625212488
IMOEX;60;20221109;19:00;2188.9900000;2190.7500000;2166.5600000;2166.5600000;4357325272
IMOEX;60;20221110;11:00;2172.8800000;2178.1800000;2161.7400000;2166.8400000;9508106411
IMOEX;60;20221110;12:00;2167.0400000;2193.8200000;2167.0400000;2193.4400000;11156012775
IMOEX;60;20221110;13:00;2193.3400000;2199.2800000;2187.4000000;2187.6800000;7218556802
IMOEX;60;20221110;14:00;2187.8500000;2191.1600000;2185.4600000;2189.5700000;2640454503
IMOEX;60;20221110;15:00;2189.5300000;2196.9000000;2189.0000000;2191.7600000;3524636482
IMOEX;60;20221110;16:00;2191.4500000;2198.6000000;2191.4500000;2191.9800000;3457326179
IMOEX;60;20221110;17:00;2192.0500000;2201.8900000;2185.1800000;2201.4600000;6155502843
IMOEX;60;20221110;18:00;2201.3800000;2210.7600000;2201.3400000;2208.3200000;4554902212
IMOEX;60;20221110;19:00;2208.3400000;2211.1800000;2203.7200000;2210.0200000;2479412058
IMOEX;60;20221111;11:00;2221.7600000;2224.6200000;2204.6400000;2205.7600000;10876116028
IMOEX;60;20221111;12:00;2205.8200000;2216.4900000;2204.3300000;2211.2500000;5291311116
IMOEX;60;20221111;13:00;2211.3400000;2217.7100000;2209.6000000;2212.7900000;3888739596
IMOEX;60;20221111;14:00;2212.6300000;2223.1700000;2211.8400000;2220.1300000;2922172574
IMOEX;60;20221111;15:00;2220.1700000;2220.1700000;2214.9500000;2219.0900000;2136493254
IMOEX;60;20221111;16:00;2219.1300000;2224.8600000;2218.2400000;2223.7000000;2451556407
IMOEX;60;20221111;17:00;2223.6900000;2223.7400000;2217.5400000;2218.7900000;2343913568
IMOEX;60;20221111;18:00;2218.8000000;2219.6600000;2211.8900000;2215.9500000;3242691067
IMOEX;60;20221111;19:00;2215.8600000;2217.8400000;2215.2800000;2217.4400000;1792595122
IMOEX;60;20221114;11:00;2230.9000000;2233.4700000;2221.4300000;2229.1800000;9510757403
IMOEX;60;20221114;12:00;2229.4000000;2242.9700000;2227.5800000;2240.4900000;7239092236
IMOEX;60;20221114;13:00;2240.5400000;2243.7200000;2238.5500000;2242.6300000;4486692223
IMOEX;60;20221114;14:00;2242.4900000;2243.2200000;2238.1700000;2239.4700000;4165766174
IMOEX;60;20221114;15:00;2239.4000000;2240.9500000;2235.3800000;2235.5500000;2915972476
IMOEX;60;20221114;16:00;2235.6700000;2242.7600000;2235.0900000;2239.7200000;2307137294
IMOEX;60;20221114;17:00;2239.6500000;2241.6700000;2231.1200000;2235.2700000;3747662557
IMOEX;60;20221114;18:00;2235.2100000;2241.1900000;2235.2100000;2240.1300000;3057404512
IMOEX;60;20221114;19:00;2239.9500000;2245.8500000;2239.4800000;2244.7700000;2176580407
IMOEX;60;20221115;11:00;2250.0200000;2254.8100000;2237.6600000;2247.3000000;8704390683
IMOEX;60;20221115;12:00;2247.1200000;2249.6900000;2218.8200000;2219.9700000;8284853801
IMOEX;60;20221115;13:00;2219.5300000;2226.1800000;2211.2800000;2225.2600000;5297434062
IMOEX;60;20221115;14:00;2225.2000000;2231.6200000;2222.2500000;2222.5200000;3431508877
IMOEX;60;20221115;15:00;2222.3700000;2225.4300000;2213.5400000;2222.2800000;2903066038
IMOEX;60;20221115;16:00;2221.9600000;2225.6100000;2216.6800000;2216.9400000;2405492751
IMOEX;60;20221115;17:00;2216.6000000;2224.1900000;2216.0400000;2224.1400000;2384958903
IMOEX;60;20221115;18:00;2224.0400000;2224.3500000;2220.3400000;2222.8700000;1524018853
IMOEX;60;20221115;19:00;2222.7500000;2224.7300000;2221.9500000;2223.2600000;1573235779
IMOEX;60;20221116;11:00;2201.2500000;2217.8300000;2192.0400000;2216.3500000;9320575421
IMOEX;60;20221116;12:00;2216.5700000;2218.4600000;2211.8500000;2212.6300000;2425056634
IMOEX;60;20221116;13:00;2212.5400000;2230.7000000;2210.1500000;2227.2400000;5007435520
IMOEX;60;20221116;14:00;2227.2800000;2232.8200000;2224.2000000;2227.7000000;2669800054
IMOEX;60;20221116;15:00;2227.7700000;2228.3200000;2222.1600000;2226.8600000;1754488236
IMOEX;60;20221116;16:00;2226.8900000;2231.5200000;2223.8400000;2230.1600000;2225020558
IMOEX;60;20221116;17:00;2230.1200000;2230.8200000;2220.9200000;2223.0700000;1926877668
IMOEX;60;20221116;18:00;2222.9500000;2223.3900000;2214.9400000;2220.6700000;2108054269
IMOEX;60;20221116;19:00;2221.0300000;2227.1900000;2220.1700000;2227.1900000;1579608547
IMOEX;60;20221117;11:00;2227.5400000;2235.7100000;2222.2200000;2228.6100000;5312619694
IMOEX;60;20221117;12:00;2228.5900000;2229.2700000;2221.4600000;2228.4300000;2883880495
IMOEX;60;20221117;13:00;2228.3100000;2228.4000000;2224.5200000;2226.8700000;1735638804
IMOEX;60;20221117;14:00;2226.8900000;2227.2000000;2216.2000000;2217.9800000;3843916102
IMOEX;60;20221117;15:00;2218.1000000;2221.1900000;2215.3100000;2216.5800000;1921917401
IMOEX;60;20221117;16:00;2216.5100000;2218.3800000;2214.7400000;2215.9300000;1529919732
IMOEX;60;20221117;17:00;2215.7600000;2215.8100000;2203.3600000;2203.5300000;2985191666
IMOEX;60;20221117;18:00;2203.5000000;2213.7800000;2200.2600000;2209.7300000;2720006793
IMOEX;60;20221117;19:00;2209.5000000;2213.7000000;2208.3700000;2212.9300000;1215355857
IMOEX;60;20221118;11:00;2208.3900000;2211.7000000;2202.3800000;2211.0300000;3500471244
IMOEX;60;20221118;12:00;2211.3500000;2211.4400000;2195.8800000;2196.8800000;2877960327
IMOEX;60;20221118;13:00;2196.7000000;2198.8900000;2193.8200000;2193.9500000;2195705373
IMOEX;60;20221118;14:00;2194.0800000;2196.0500000;2189.9300000;2192.7200000;2258748657
IMOEX;60;20221118;15:00;2192.7600000;2201.0900000;2192.3400000;2200.0800000;1919842622
IMOEX;60;20221118;16:00;2200.1000000;2200.2300000;2196.3900000;2197.6600000;1079009010
IMOEX;60;20221118;17:00;2197.7800000;2199.9100000;2195.0200000;2196.4200000;1365713120
IMOEX;60;20221118;18:00;2196.3200000;2208.6000000;2196.0800000;2205.3200000;2375418273
IMOEX;60;20221118;19:00;2205.4300000;2206.3200000;2202.9400000;2206.3200000;1563950222
IMOEX;60;20221121;11:00;2204.8300000;2204.8300000;2185.8300000;2185.9000000;5452152198
IMOEX;60;20221121;12:00;2185.6300000;2185.6300000;2170.0400000;2170.0400000;6590682576
IMOEX;60;20221121;13:00;2169.8900000;2175.3500000;2165.6200000;2171.5700000;4166406901
IMOEX;60;20221121;14:00;2171.6300000;2172.8100000;2166.0300000;2168.7700000;2097325929
IMOEX;60;20221121;15:00;2168.7200000;2170.4500000;2165.4300000;2167.7700000;1782934633
IMOEX;60;20221121;16:00;2167.8100000;2169.8300000;2166.2000000;2169.5800000;1484276861
IMOEX;60;20221121;17:00;2169.6800000;2179.0800000;2169.5900000;2174.9300000;2563127590
IMOEX;60;20221121;18:00;2174.9900000;2174.9900000;2161.4600000;2165.6200000;2953589613
IMOEX;60;20221121;19:00;2165.3900000;2166.4500000;2161.8000000;2166.3100000;1346261574
IMOEX;60;20221122;11:00;2179.5700000;2186.8700000;2169.6500000;2185.8200000;5114893075
IMOEX;60;20221122;12:00;2185.8700000;2194.9200000;2182.2000000;2188.6400000;3514845611
IMOEX;60;20221122;13:00;2188.5700000;2192.5400000;2183.7100000;2189.4600000;1947919101
IMOEX;60;20221122;14:00;2189.5200000;2191.2000000;2187.3700000;2190.3400000;1035581013
IMOEX;60;20221122;15:00;2190.1500000;2190.2300000;2182.9300000;2183.4500000;1571284940
IMOEX;60;20221122;16:00;2183.3500000;2188.0000000;2180.6300000;2183.2100000;1445693632
IMOEX;60;20221122;17:00;2183.2100000;2191.8100000;2183.0000000;2187.9000000;2170299649
IMOEX;60;20221122;18:00;2188.0500000;2195.2000000;2185.4900000;2195.1900000;2089839716
IMOEX;60;20221122;19:00;2195.1800000;2199.9600000;2194.4600000;2196.0400000;2772149890
IMOEX;60;20221123;11:00;2196.8200000;2199.5200000;2184.4900000;2184.5400000;4721137064
IMOEX;60;20221123;12:00;2183.4300000;2198.3200000;2180.7600000;2194.2700000;4106630759
IMOEX;60;20221123;13:00;2194.2600000;2214.3300000;2194.1200000;2214.2700000;8600897065
